sol_pend_EGAS,sol_pend_ECO,sol_pend_siebel,sol_pend_siebel_cola,sol_pend,sol_pend_3m_EGAS,sol_pend_3m_ECO,sol_pend_3m_siebel,sol_pend_3m_siebel_cola,sol_pend_3m
7021,65,10325,236,17411,1237,34,4428,183,5699
