sol_pend_EGAS,sol_pend_ECO,sol_pend_siebel,sol_pend_siebel_cola,sol_pend,sol_pend_3m_EGAS,sol_pend_3m_ECO,sol_pend_3m_siebel,sol_pend_3m_siebel_cola,sol_pend_3m
12300,112,16498,575,28910,6163,70,8105,435,14338
